name,id,ra,dec,z_spec_or_phot,x_Mpc,y_Mpc,z_Mpc,note,survey
UNCOVER-1355,1355,3.6128,-30.4623,5.1506,6904.1659,435.9206,-4068.8297,filament candidate,UNCOVER
UNCOVER-1357,1357,3.5846,-30.4622,5.3733,7000.988,438.5733,-4125.7562,filament candidate,UNCOVER
UNCOVER-1361,1361,3.6529,-30.4623,6.5973,7453.8164,475.8592,-4392.9569,filament candidate,UNCOVER
UNCOVER-1362,1362,3.6529,-30.4622,6.5941,7452.7893,475.7936,-4392.3401,filament candidate,UNCOVER
UNCOVER-1372,1372,3.5855,-30.4622,5.236,6942.029,434.9864,-4091.0077,filament candidate,UNCOVER
UNCOVER-1381,1381,3.5841,-30.4623,8.135,7889.6754,494.1795,-4649.4696,filament candidate,UNCOVER
UNCOVER-1382,1382,3.5841,-30.4622,5.5751,7084.3317,443.7309,-4174.8629,filament candidate,UNCOVER
UNCOVER-1391,1391,3.6256,-30.4621,5.1181,6889.5431,436.5446,-4060.2379,filament candidate,UNCOVER
UNCOVER-1396,1396,3.5854,-30.4621,6.6564,7473.5051,468.2866,-4404.1874,filament candidate,UNCOVER
UNCOVER-1405,1405,3.6055,-30.462,6.0021,7248.5422,456.7426,-4271.7042,filament candidate,UNCOVER
UNCOVER-1415,1415,3.6306,-30.462,5.1379,6898.3443,437.7103,-4065.434,filament candidate,UNCOVER
UNCOVER-1441,1441,3.6015,-30.4619,5.1547,6906.0907,434.6797,-4069.8579,filament candidate,UNCOVER
UNCOVER-1446,1446,3.585,-30.4618,8.8205,8049.9871,504.3532,-4743.8679,filament candidate,UNCOVER
UNCOVER-1455,1455,3.6435,-30.4618,6.6282,7463.9601,475.2766,-4398.7961,filament candidate,UNCOVER
UNCOVER-1486,1486,3.6058,-30.4617,5.6212,7102.707,447.5907,-4185.7012,filament candidate,UNCOVER
UNCOVER-1488,1488,3.6186,-30.4617,5.7302,7145.5879,451.8919,-4211.0318,filament candidate,UNCOVER
UNCOVER-1489,1489,3.6187,-30.4616,6.4015,7389.2152,467.3101,-4354.599,filament candidate,UNCOVER
UNCOVER-1492,1492,3.6544,-30.4616,6.388,7384.3716,471.6207,-4351.9114,filament candidate,UNCOVER
UNCOVER-1499,1499,3.6161,-30.4616,6.4335,7400.0143,467.6527,-4360.9512,filament candidate,UNCOVER
UNCOVER-1517,1517,3.6187,-30.4616,9.0144,8092.034,511.7623,-4768.7689,filament candidate,UNCOVER
UNCOVER-1529,1529,3.6399,-30.4615,5.4999,7053.3466,448.6849,-4156.7462,filament candidate,UNCOVER
UNCOVER-1547,1547,3.5837,-30.4615,6.0386,7262.1132,454.814,-4279.5018,filament candidate,UNCOVER
UNCOVER-1555,1555,3.5911,-30.4618,5.0507,6859.3046,430.4829,-4042.2116,filament candidate,UNCOVER
UNCOVER-1599,1599,3.6265,-30.4613,5.1436,6900.9851,437.3741,-4066.8654,filament candidate,UNCOVER
UNCOVER-1621,1621,3.6136,-30.4613,6.32,7361.4843,464.8963,-4338.1699,filament candidate,UNCOVER
UNCOVER-1641,1641,3.6484,-30.4612,5.9183,7217.1909,460.1932,-4253.2847,filament candidate,UNCOVER
UNCOVER-1697,1697,3.6519,-30.461,7.4003,7696.1068,491.1915,-4535.5059,filament candidate,UNCOVER
UNCOVER-1713,1713,3.6045,-30.461,6.8695,7540.5493,475.0022,-4443.5969,filament candidate,UNCOVER
UNCOVER-1721,1721,3.6491,-30.4609,5.091,6877.2026,438.594,-4052.8789,filament candidate,UNCOVER
UNCOVER-1760,1760,3.6044,-30.4608,6.0802,7277.1095,458.3969,-4288.316,filament candidate,UNCOVER
UNCOVER-1765,1765,3.5831,-30.4607,5.9674,7236.0243,453.1055,-4263.9989,filament candidate,UNCOVER
UNCOVER-1787,1787,3.6146,-30.4607,6.6329,7465.8062,471.6173,-4399.5523,filament candidate,UNCOVER
UNCOVER-1796,1796,3.6316,-30.4606,8.5706,7993.2421,507.315,-4710.4446,filament candidate,UNCOVER
UNCOVER-1814,1814,3.6081,-30.4606,6.4893,7418.8016,467.8035,-4371.8086,filament candidate,UNCOVER
UNCOVER-1815,1815,3.6082,-30.4606,6.4042,7390.2913,466.0166,-4355.0033,filament candidate,UNCOVER
UNCOVER-1821,1821,3.6506,-30.4605,5.659,7117.468,454.1086,-4194.4133,filament candidate,UNCOVER
UNCOVER-1834,1834,3.6078,-30.4605,7.3139,7672.1572,483.7453,-4521.0804,filament candidate,UNCOVER
UNCOVER-1844,1844,3.6204,-30.4606,5.024,6846.9242,433.2196,-4034.8638,filament candidate,UNCOVER
UNCOVER-1845,1845,3.6205,-30.4605,5.5137,7059.2332,446.6606,-4159.963,filament candidate,UNCOVER
UNCOVER-1855,1855,3.608,-30.4604,7.0225,7587.0979,478.3978,-4470.9388,filament candidate,UNCOVER
UNCOVER-1878,1878,3.6081,-30.4603,7.2118,7642.8811,481.9313,-4503.7923,filament candidate,UNCOVER
UNCOVER-1886,1886,3.5919,-30.4603,5.4071,7015.3275,440.3735,-4133.9146,filament candidate,UNCOVER
UNCOVER-1887,1887,3.6075,-30.4602,6.0086,7251.0449,457.1457,-4272.8827,filament candidate,UNCOVER
UNCOVER-1930,1930,3.6318,-30.4601,7.7141,7781.8033,493.9231,-4585.7439,filament candidate,UNCOVER
UNCOVER-1953,1953,3.6205,-30.46,5.1579,6907.4872,437.0676,-4070.4556,filament candidate,UNCOVER
UNCOVER-1966,1966,3.639,-30.4599,6.7722,7510.029,477.6296,-4425.5986,filament candidate,UNCOVER
UNCOVER-1988,1988,3.6127,-30.4599,6.5284,7431.7731,469.2211,-4379.3472,filament candidate,UNCOVER
UNCOVER-2045,2045,3.5968,-30.4612,5.0885,6876.4751,432.2497,-4052.2661,filament candidate,UNCOVER
UNCOVER-2117,2117,3.5994,-30.4595,5.1401,6899.7709,434.0237,-4065.73,filament candidate,UNCOVER
UNCOVER-2139,2139,3.6242,-30.4593,5.0174,6843.9598,433.4864,-4032.9216,filament candidate,UNCOVER
UNCOVER-2142,2142,3.6314,-30.4593,6.0257,7257.1911,460.5768,-4276.4519,filament candidate,UNCOVER
UNCOVER-2163,2163,3.5977,-30.4593,5.9119,7215.351,453.6656,-4251.6446,filament candidate,UNCOVER
UNCOVER-2164,2164,3.5977,-30.4592,6.1174,7290.6642,458.4013,-4296.0119,filament candidate,UNCOVER
UNCOVER-2185,2185,3.612,-30.4592,6.1196,7291.3393,460.2645,-4296.4683,filament candidate,UNCOVER
UNCOVER-2309,2309,3.6227,-30.4588,5.1544,6906.0171,437.2389,-4069.3932,filament candidate,UNCOVER
UNCOVER-2364,2364,3.5907,-30.4585,7.0143,7584.9279,475.9644,-4469.2429,filament candidate,UNCOVER
UNCOVER-2376,2376,3.6125,-30.4585,7.2593,7656.669,483.3883,-4511.6131,filament candidate,UNCOVER
UNCOVER-2400,2400,3.5973,-30.4584,8.8826,8063.8591,506.9467,-4751.4532,filament candidate,UNCOVER
UNCOVER-2406,2406,3.6126,-30.4584,7.1987,7639.1916,482.3008,-4501.2963,filament candidate,UNCOVER
UNCOVER-2412,2412,3.5895,-30.4584,5.8435,7189.6718,451.0126,-4236.3253,filament candidate,UNCOVER
UNCOVER-2423,2423,3.6127,-30.4583,7.2978,7667.7156,484.118,-4518.0858,filament candidate,UNCOVER
UNCOVER-2432,2432,3.6121,-30.4582,5.9449,7227.6491,456.2558,-4258.7736,filament candidate,UNCOVER
UNCOVER-2464,2464,3.5977,-30.458,6.5598,7442.3664,467.9358,-4385.1902,filament candidate,UNCOVER
UNCOVER-2514,2514,3.6198,-30.4578,5.3255,6980.7363,441.6137,-4113.2528,filament candidate,UNCOVER
UNCOVER-2534,2534,3.6208,-30.4577,5.7548,7155.42,452.7938,-4216.1647,filament candidate,UNCOVER
UNCOVER-2541,2541,3.6408,-30.4577,5.1771,6916.0416,440.0666,-4075.2037,filament candidate,UNCOVER
UNCOVER-2555,2555,3.6437,-30.4576,6.3178,7360.7878,468.7408,-4337.2665,filament candidate,UNCOVER
UNCOVER-2563,2563,3.6247,-30.4576,5.5852,7088.4126,449.0323,-4176.6844,filament candidate,UNCOVER
UNCOVER-2589,2589,3.6216,-30.4574,6.3769,7381.1752,467.1793,-4349.1438,filament candidate,UNCOVER
UNCOVER-2631,2631,3.644,-30.4573,6.005,7249.6507,461.7009,-4271.7327,filament candidate,UNCOVER
UNCOVER-2662,2662,3.6126,-30.4574,5.5193,7061.8169,445.8554,-4160.931,filament candidate,UNCOVER
UNCOVER-2663,2663,3.6127,-30.4573,5.2675,6955.8866,439.172,-4098.4919,filament candidate,UNCOVER
UNCOVER-2698,2698,3.6211,-30.4571,8.6759,8017.6662,507.3871,-4724.117,filament candidate,UNCOVER
UNCOVER-2699,2699,3.6211,-30.4571,6.1828,7313.9252,462.8545,-4309.4554,filament candidate,UNCOVER
UNCOVER-2711,2711,3.6244,-30.457,5.1327,6896.4214,436.8329,-4063.4683,filament candidate,UNCOVER
UNCOVER-2729,2729,3.5811,-30.4569,9.5362,8200.828,513.2366,-4831.7846,filament candidate,UNCOVER
UNCOVER-2765,2765,3.6095,-30.4568,9.5242,8198.1887,517.1563,-4830.3611,filament candidate,UNCOVER
UNCOVER-2772,2772,3.5949,-30.4573,5.0947,6879.5714,432.2167,-4053.4505,filament candidate,UNCOVER
UNCOVER-2773,2773,3.5946,-30.4574,5.2256,6937.7667,435.8356,-4087.7474,filament candidate,UNCOVER
UNCOVER-2821,2821,3.6196,-30.4566,6.7504,7503.5915,474.6613,-4421.1152,filament candidate,UNCOVER
UNCOVER-2822,2822,3.6146,-30.4566,5.5604,7078.5765,447.1547,-4170.6733,filament candidate,UNCOVER
UNCOVER-2877,2877,3.6129,-30.4563,7.3662,7687.2227,485.3701,-4529.2331,filament candidate,UNCOVER
UNCOVER-2910,2910,3.6226,-30.4562,5.1216,6891.5215,436.3024,-4060.4399,filament candidate,UNCOVER
UNCOVER-2917,2917,3.6,-30.4562,6.0079,7251.1544,456.2076,-4272.2266,filament candidate,UNCOVER
UNCOVER-2948,2948,3.6109,-30.4561,7.1037,7611.5645,480.3272,-4484.5983,filament candidate,UNCOVER
UNCOVER-2983,2983,3.6479,-30.4559,5.5692,7081.9171,451.4971,-4172.6822,filament candidate,UNCOVER
UNCOVER-3019,3019,3.6463,-30.4558,6.4316,7399.5727,471.542,-4359.8142,filament candidate,UNCOVER
UNCOVER-3021,3021,3.6196,-30.4557,6.793,7517.0394,475.5124,-4428.8918,filament candidate,UNCOVER
UNCOVER-3048,3048,3.6098,-30.4559,5.1175,6889.8058,434.6584,-4059.3154,filament candidate,UNCOVER
UNCOVER-3058,3058,3.653,-30.4556,7.5382,7734.6621,493.8011,-4557.2554,filament candidate,UNCOVER
UNCOVER-3115,3115,3.599,-30.4555,5.1305,6895.7568,433.7285,-4062.7186,filament candidate,UNCOVER
UNCOVER-3118,3118,3.6204,-30.4555,5.1536,6905.9302,436.9518,-4068.7947,filament candidate,UNCOVER
UNCOVER-3125,3125,3.6152,-30.4554,9.6847,8229.9433,519.9774,-4848.8352,filament candidate,UNCOVER
UNCOVER-3136,3136,3.6187,-30.4554,5.1571,6907.4769,436.846,-4069.693,filament candidate,UNCOVER
UNCOVER-3156,3156,3.6152,-30.4553,6.5663,7444.5396,470.3474,-4386.0763,filament candidate,UNCOVER
UNCOVER-3236,3236,3.6126,-30.4549,8.1244,7887.3865,497.9698,-4646.9048,filament candidate,UNCOVER
UNCOVER-3291,3291,3.6115,-30.4547,5.1083,6885.7286,434.5973,-4056.7315,filament candidate,UNCOVER
UNCOVER-3292,3292,3.6302,-30.4547,6.9807,7574.7564,480.5653,-4462.7613,filament candidate,UNCOVER
UNCOVER-3309,3309,3.6141,-30.4548,5.6981,7133.5838,450.5666,-4202.7812,filament candidate,UNCOVER
UNCOVER-3317,3317,3.6259,-30.4546,5.1661,6911.4677,437.9648,-4071.9424,filament candidate,UNCOVER
UNCOVER-3325,3325,3.6303,-30.4546,6.9145,7554.6493,479.3055,-4450.8969,filament candidate,UNCOVER
UNCOVER-3345,3345,3.6223,-30.4545,5.1127,6887.6572,436.0292,-4057.8802,filament candidate,UNCOVER
UNCOVER-3402,3402,3.6472,-30.4543,5.1542,6906.0438,440.2085,-4068.8008,filament candidate,UNCOVER
UNCOVER-3439,3439,3.577,-30.4542,5.0265,6848.8629,428.1326,-4034.7806,filament candidate,UNCOVER
UNCOVER-3447,3447,3.6549,-30.4542,5.9012,7211.252,460.6361,-4248.6286,filament candidate,UNCOVER
UNCOVER-3454,3454,3.5927,-30.4542,5.7516,7154.6903,449.2155,-4215.0111,filament candidate,UNCOVER
UNCOVER-3462,3462,3.569,-30.4541,5.7964,7172.1696,447.3341,-4225.1907,filament candidate,UNCOVER
UNCOVER-3507,3507,3.6094,-30.4593,6.0059,7250.1149,457.328,-4272.1783,filament candidate,UNCOVER
UNCOVER-3530,3530,3.5775,-30.454,6.3006,7355.6604,459.8819,-4333.3085,filament candidate,UNCOVER
UNCOVER-3643,3643,3.5684,-30.4536,5.1594,6909.0139,430.8532,-4070.081,filament candidate,UNCOVER
UNCOVER-3669,3669,3.5705,-30.4535,5.8179,7180.4322,448.0437,-4229.9579,filament candidate,UNCOVER
UNCOVER-3686,3686,3.654,-30.4534,9.3182,8156.3035,520.8652,-4805.2727,filament candidate,UNCOVER
UNCOVER-3751,3751,3.6487,-30.4532,5.7282,7145.2023,455.6376,-4209.522,filament candidate,UNCOVER
UNCOVER-3761,3761,3.6157,-30.4532,5.1214,6891.7086,435.4886,-4060.0312,filament candidate,UNCOVER
UNCOVER-3763,3763,3.5996,-30.4533,5.1201,6891.2467,433.507,-4059.6978,filament candidate,UNCOVER
UNCOVER-3782,3782,3.5996,-30.4531,5.6976,7133.614,448.7529,-4202.4495,filament candidate,UNCOVER
UNCOVER-3799,3799,3.5883,-30.4531,5.7927,7170.6473,449.6644,-4224.2074,filament candidate,UNCOVER
UNCOVER-3806,3806,3.6551,-30.453,6.5739,7446.8651,475.7112,-4387.2401,filament candidate,UNCOVER
UNCOVER-3814,3814,3.5893,-30.453,7.3211,7674.9489,481.4271,-4521.2846,filament candidate,UNCOVER
UNCOVER-3837,3837,3.5894,-30.4529,7.3032,7669.8591,481.1244,-4518.2681,filament candidate,UNCOVER
UNCOVER-3843,3843,3.6285,-30.4529,5.1608,6909.2494,438.1417,-4070.3788,filament candidate,UNCOVER
UNCOVER-3855,3855,3.6405,-30.4529,6.5094,7425.7771,472.4626,-4374.7347,filament candidate,UNCOVER
UNCOVER-3856,3856,3.6406,-30.4529,5.4772,7044.6346,448.2245,-4150.191,filament candidate,UNCOVER
UNCOVER-3861,3861,3.6199,-30.4529,7.6093,7754.467,490.5756,-4568.2534,filament candidate,UNCOVER
UNCOVER-3870,3870,3.6115,-30.4528,5.1384,6899.3735,435.4574,-4064.463,filament candidate,UNCOVER
UNCOVER-3872,3872,3.5895,-30.4528,7.0956,7609.6053,477.3606,-4482.7546,filament candidate,UNCOVER
UNCOVER-3936,3936,3.6502,-30.4527,5.4101,7016.6637,447.6263,-4133.7135,filament candidate,UNCOVER
UNCOVER-3942,3942,3.5981,-30.4528,5.5185,7061.9181,444.0683,-4160.1516,filament candidate,UNCOVER
UNCOVER-3943,3943,3.5982,-30.4526,6.7461,7502.7165,471.7891,-4419.801,filament candidate,UNCOVER
UNCOVER-3968,3968,3.6288,-30.4525,6.0175,7254.6955,460.0896,-4273.8222,filament candidate,UNCOVER
UNCOVER-3976,3976,3.5728,-30.4525,6.9916,7578.7049,473.195,-4464.4119,filament candidate,UNCOVER
UNCOVER-3978,3978,3.6091,-30.4524,5.1088,6886.1448,434.3326,-4056.5926,filament candidate,UNCOVER
UNCOVER-4049,4049,3.6167,-30.4521,5.5695,7082.5484,447.6642,-4172.2721,filament candidate,UNCOVER
UNCOVER-4131,4131,3.6101,-30.4517,6.0062,7250.7769,457.4603,-4271.2887,filament candidate,UNCOVER
UNCOVER-4142,4142,3.6058,-30.4517,6.126,7294.2165,459.6586,-4296.8536,filament candidate,UNCOVER
UNCOVER-4206,4206,3.5723,-30.4515,6.4218,7397.2095,461.8066,-4357.3342,filament candidate,UNCOVER
UNCOVER-4216,4216,3.5678,-30.4517,5.7936,7171.247,447.1248,-4224.234,filament candidate,UNCOVER
UNCOVER-4236,4236,3.6186,-30.4515,5.2881,6965.1557,440.4823,-4103.0396,filament candidate,UNCOVER
UNCOVER-4237,4237,3.6186,-30.4515,5.4171,7019.945,443.951,-4135.3023,filament candidate,UNCOVER
UNCOVER-4238,4238,3.6186,-30.4514,6.8592,7537.9866,476.7076,-4440.4542,filament candidate,UNCOVER
UNCOVER-4253,4253,3.6091,-30.4513,5.5288,7066.1335,445.6893,-4162.4452,filament candidate,UNCOVER
UNCOVER-4271,4271,3.5906,-30.4513,7.0261,7589.0374,476.2159,-4470.3757,filament candidate,UNCOVER
UNCOVER-4278,4278,3.5947,-30.4512,5.0581,6863.3707,431.17,-4042.9245,filament candidate,UNCOVER
UNCOVER-4286,4286,3.6047,-30.4513,5.8367,7187.4944,452.7946,-4233.9046,filament candidate,UNCOVER
UNCOVER-4335,4335,3.6157,-30.4511,5.158,6908.2108,436.528,-4069.4099,filament candidate,UNCOVER
UNCOVER-4343,4343,3.6187,-30.451,5.7251,7144.4015,451.8228,-4208.5378,filament candidate,UNCOVER
UNCOVER-4344,4344,3.6166,-30.451,6.3231,7363.3168,465.4022,-4337.4843,filament candidate,UNCOVER
UNCOVER-4383,4383,3.6314,-30.4508,9.9718,8285.1431,525.8112,-4880.5447,filament candidate,UNCOVER
UNCOVER-4397,4397,3.5986,-30.4508,6.2789,7348.2351,462.1281,-4328.4753,filament candidate,UNCOVER
UNCOVER-4404,4404,3.5958,-30.4508,5.9084,7214.6711,453.3812,-4249.7893,filament candidate,UNCOVER
UNCOVER-4409,4409,3.6167,-30.4507,5.6618,7119.575,450.0067,-4193.8542,filament candidate,UNCOVER
UNCOVER-4442,4442,3.6283,-30.4506,6.3721,7379.9928,467.9718,-4347.3011,filament candidate,UNCOVER
UNCOVER-4463,4463,3.6173,-30.4505,5.3483,6990.9936,441.9535,-4118.0896,filament candidate,UNCOVER
UNCOVER-4468,4468,3.5983,-30.4505,5.1662,6912.0207,434.6596,-4071.4834,filament candidate,UNCOVER
UNCOVER-4481,4481,3.6295,-30.4506,5.1495,6904.3489,437.9544,-4067.1176,filament candidate,UNCOVER
UNCOVER-4482,4482,3.6294,-30.4505,5.076,6871.2966,435.8485,-4047.6292,filament candidate,UNCOVER
UNCOVER-4511,4511,3.6241,-30.4503,6.4044,7391.0153,468.124,-4353.7223,filament candidate,UNCOVER
UNCOVER-4515,4515,3.5911,-30.4503,7.0818,7605.7131,477.3292,-4480.0271,filament candidate,UNCOVER
UNCOVER-4589,4589,3.6238,-30.4501,6.5659,7444.738,471.493,-4385.3328,filament candidate,UNCOVER
UNCOVER-4592,4592,3.6354,-30.45,9.682,8229.6858,522.8773,-4847.75,filament candidate,UNCOVER
UNCOVER-4593,4593,3.6302,-30.45,6.5561,7441.4976,472.118,-4383.4357,filament candidate,UNCOVER
UNCOVER-4611,4611,3.6161,-30.4499,6.606,7457.8821,471.3133,-4393.0004,filament candidate,UNCOVER
UNCOVER-4641,4641,3.601,-30.4498,8.4066,7956.1381,500.6928,-4686.3945,filament candidate,UNCOVER
UNCOVER-4694,4694,3.6031,-30.4496,5.0364,6853.5359,431.5619,-4036.9098,filament candidate,UNCOVER
UNCOVER-4727,4727,3.5944,-30.4495,5.6427,7112.236,446.7668,-4189.2228,filament candidate,UNCOVER
