name,id,ra,dec,z_spec_or_phot,x_Mpc,y_Mpc,z_Mpc,note,survey
UNCOVER-1940,1940,3.6389145997827455,-30.46005286469135,12.8079,8731.407089878921,555.287566544914,-5145.369164330386,filament candidate,UNCOVER
UNCOVER-1968,1968,3.5957634106426477,-30.460016147280584,12.0666,8629.142056264216,542.2590187684501,-5084.855392056797,filament candidate,UNCOVER
UNCOVER-1969,1969,3.5958701481289967,-30.460011856214404,13.7148,8846.732192844871,555.9490228976362,-5213.073461517206,filament candidate,UNCOVER
UNCOVER-1972,1972,3.595597762281213,-30.460025388302515,12.8532,8737.836278580768,549.0640489142113,-5148.906108372506,filament candidate,UNCOVER
UNCOVER-1975,1975,3.5954359342338327,-30.46007185207416,14.3178,8917.406768176164,560.3225288760569,-5254.7296352613,filament candidate,UNCOVER
UNCOVER-2156,2156,3.613128022682854,-30.459255336473188,13.2939,8794.665429983037,555.3365518449876,-5182.334054235548,filament candidate,UNCOVER
UNCOVER-2180,2180,3.5982979289195214,-30.459209178922137,14.3901,8925.657957899963,561.2885991582732,-5259.427074409806,filament candidate,UNCOVER
UNCOVER-2404,2404,3.5898408680379847,-30.45837331503759,14.0331,8884.77828263887,557.4012884939311,-5235.115481029964,filament candidate,UNCOVER
UNCOVER-2811,2811,3.598973604728794,-30.45661239048784,13.3154,8797.749423226247,553.3492512099058,-5183.52337369375,filament candidate,UNCOVER
UNCOVER-2819,2819,3.647321105667509,-30.456564272682257,12.8976,8743.507931299711,557.3451971961781,-5151.830327692328,filament candidate,UNCOVER
UNCOVER-2924,2924,3.61074161350284,-30.45616607517794,10.9374,8454.924894967151,533.5301793590222,-4981.511120155159,filament candidate,UNCOVER
UNCOVER-2977,2977,3.610974472034971,-30.455962610051657,12.6598,8712.203795294185,549.8007696992339,-5133.05547155083,filament candidate,UNCOVER
UNCOVER-3047,3047,3.629232754236598,-30.455637412095776,10.9604,8458.58697275808,536.502043822069,-4983.665272565754,filament candidate,UNCOVER
UNCOVER-3112,3112,3.5991362445163797,-30.456692916253697,12.0594,8628.373456806417,542.7206542412853,-5083.746442980039,filament candidate,UNCOVER
UNCOVER-3128,3128,3.607316169489638,-30.455413960768876,12.531,8694.761963165276,548.1427043469054,-5122.646195742052,filament candidate,UNCOVER
UNCOVER-3158,3158,3.604234890730203,-30.455261929805985,11.0483,8473.274452749369,533.7220079852528,-4992.106354589771,filament candidate,UNCOVER
UNCOVER-3330,3330,3.6105479968150336,-30.4551000020556,11.728,8579.576063071825,541.3669201063464,-5054.737328076798,filament candidate,UNCOVER
UNCOVER-4400,4400,3.632916408733625,-30.450745637426984,10.4643,8374.55529387395,531.7127583028218,-4933.211174127695,filament candidate,UNCOVER
UNCOVER-4401,4401,3.632871332764823,-30.45099042414998,10.3,8345.350018482424,529.8518807192929,-4916.05500888084,filament candidate,UNCOVER
UNCOVER-4403,4403,3.615305419769956,-30.45074683368014,11.8907,8604.130987796547,543.6335959175813,-5068.3492250201725,filament candidate,UNCOVER
UNCOVER-4432,4432,3.617595441257437,-30.450635504433023,10.2422,8335.09440479985,526.969566677855,-4909.861107356737,filament candidate,UNCOVER
UNCOVER-4441,4441,3.632410280193727,-30.45062709503226,11.9778,8616.749919696786,547.0136253576849,-5075.8542221045855,filament candidate,UNCOVER
UNCOVER-4609,4609,3.6331220756093874,-30.449972860304484,11.4799,8542.010796155762,542.3755386512212,-5031.700231906017,filament candidate,UNCOVER
UNCOVER-4647,4647,3.5930297043760504,-30.44976475384629,11.1701,8493.569147460677,533.3327128205474,-5002.902865228927,filament candidate,UNCOVER
UNCOVER-4695,4695,3.6403018509452103,-30.449583875645693,13.3139,8797.79784032605,559.7236657685575,-5182.33319431449,filament candidate,UNCOVER
UNCOVER-4804,4804,3.637566341142645,-30.449154258610367,10.7417,8422.517172949603,535.4442302482103,-4961.174313658114,filament candidate,UNCOVER
UNCOVER-4811,4811,3.60709086257268,-30.449120733391485,10.149,8318.353072356551,524.3799688196906,-4899.646256102464,filament candidate,UNCOVER
UNCOVER-4852,4852,3.6334508491372377,-30.448941071724715,10.1652,8321.097574667016,528.3965795681985,-4901.3703036343095,filament candidate,UNCOVER
UNCOVER-4893,4893,3.632746215909736,-30.44877766553483,14.4967,8938.255029812255,567.4762211640823,-5264.855648369495,filament candidate,UNCOVER
UNCOVER-4937,4937,3.633612094853376,-30.4486522574734,11.2542,8506.719151622003,540.2077399918376,-5010.649932990418,filament candidate,UNCOVER
UNCOVER-4943,4943,3.630158033769076,-30.44864198502245,11.1191,8485.087104377486,538.3204438624546,-4997.886992607253,filament candidate,UNCOVER
UNCOVER-4996,4996,3.6339154681053625,-30.448970587921224,10.9965,8465.06440527062,537.6075135551049,-4986.179432805507,filament candidate,UNCOVER
UNCOVER-5164,5164,3.573977484285187,-30.44785972944832,12.5031,8691.924578778806,542.886343739638,-5119.242430755546,filament candidate,UNCOVER
UNCOVER-5190,5190,3.633780181727938,-30.447734250618776,10.4262,8368.079153280458,531.4282418465585,-4928.8079899242175,filament candidate,UNCOVER
UNCOVER-5301,5301,3.634647278434446,-30.4473374021496,10.2009,8327.735074027114,528.9926643998705,-4904.972229957396,filament candidate,UNCOVER
UNCOVER-5491,5491,3.6444529310450617,-30.446725406956272,12.9643,8753.165924186565,557.5208806660952,-5155.477814109486,filament candidate,UNCOVER
UNCOVER-5749,5749,3.647965207578356,-30.44565319756999,10.0949,8308.329756991288,529.6990273694454,-4893.285766304211,filament candidate,UNCOVER
UNCOVER-5883,5883,3.60221313244024,-30.44532399118562,10.4816,8378.328113207857,527.4446322187752,-4934.197569251417,filament candidate,UNCOVER
UNCOVER-5957,5957,3.616803128879072,-30.44511569896018,10.1969,8327.358207219075,526.3648464315318,-4904.218139078888,filament candidate,UNCOVER
UNCOVER-6032,6032,3.6040971754335778,-30.444787969588223,13.2057,8784.882249805714,553.328632936843,-5173.526928696751,filament candidate,UNCOVER
UNCOVER-6101,6101,3.5863056125573034,-30.44454813383238,13.4979,8821.721445232772,552.8988565376743,-5195.070851408706,filament candidate,UNCOVER
UNCOVER-6162,6162,3.602359433176988,-30.444361913535968,14.6214,8952.810930500318,563.6332566054982,-5272.322408935505,filament candidate,UNCOVER
UNCOVER-6163,6163,3.585105110800028,-30.44434440534032,14.9432,8987.991299892008,563.1307096321757,-5292.936365166124,filament candidate,UNCOVER
UNCOVER-6440,6440,3.595777094804887,-30.44410563401217,12.178,8646.536469601455,543.3541644644048,-5091.868034765565,filament candidate,UNCOVER
UNCOVER-6445,6445,3.572988092748133,-30.443426962159016,12.4507,8685.112574448949,542.3103141325803,-5114.319049134993,filament candidate,UNCOVER
UNCOVER-6759,6759,3.59046250136511,-30.442362662410844,11.438,8536.569931426444,535.6488430907456,-5026.7303706974535,filament candidate,UNCOVER
UNCOVER-6906,6906,3.6186359877514462,-30.441893249393235,12.2627,8658.537933881682,547.5765088730279,-5098.6131217291,filament candidate,UNCOVER
UNCOVER-7000,7000,3.594414262699377,-30.44152760671086,11.0475,8474.416145698615,532.3356402291585,-4989.986437817079,filament candidate,UNCOVER
UNCOVER-7116,7116,3.615400379516367,-30.441093774002788,10.2977,8345.938214490563,527.3341257468334,-4914.363054001422,filament candidate,UNCOVER
UNCOVER-7122,7122,3.608421024254605,-30.44111504292434,12.6451,8711.568896373774,549.3709176874601,-5129.623347327297,filament candidate,UNCOVER
UNCOVER-7123,7123,3.6084459258202326,-30.441071361750737,11.7652,8586.413061330282,541.4820588789466,-5055.919291577326,filament candidate,UNCOVER
UNCOVER-7301,7301,3.618062030778102,-30.440517112432683,11.4266,8534.695833496999,539.6587455876952,-5025.408714277518,filament candidate,UNCOVER
UNCOVER-7306,7306,3.631354790430795,-30.44051320930224,11.0955,8481.973596283544,538.3007924134271,-4994.437373086973,filament candidate,UNCOVER
UNCOVER-7334,7334,3.617974037633888,-30.440376428848985,14.4687,8936.035264604916,565.0221261130168,-5261.695738302156,filament candidate,UNCOVER
UNCOVER-7366,7366,3.5842704874659845,-30.4402643715962,12.1573,8644.03226110731,541.4539997501375,-5089.547991681995,filament candidate,UNCOVER
UNCOVER-7422,7422,3.6174575231842505,-30.440138808385303,14.6896,8960.562879503716,566.4918966318568,-5276.084930506088,filament candidate,UNCOVER
UNCOVER-7495,7495,3.613264418109825,-30.43984295164974,11.1942,8498.104643930741,536.6306193956312,-5003.70178667876,filament candidate,UNCOVER
UNCOVER-7550,7550,3.618455782434501,-30.43958798245228,12.9024,8745.938802263514,553.0762289570621,-5149.604078668773,filament candidate,UNCOVER
UNCOVER-7600,7600,3.603382076861143,-30.439529959303403,11.0679,8477.830359585952,533.8822913773116,-4991.647524750197,filament candidate,UNCOVER
UNCOVER-7704,7704,3.581916646932889,-30.43913767014577,14.9053,8984.427795452946,562.4055059227912,-5289.718833628936,filament candidate,UNCOVER
UNCOVER-7859,7859,3.58231656115869,-30.43864001235194,12.1755,8646.792277070737,541.3308513977272,-5090.831765241524,filament candidate,UNCOVER
UNCOVER-8059,8059,3.579941524855512,-30.438097563670304,12.7663,8728.40188309319,546.0767772609757,-5138.755013492281,filament candidate,UNCOVER
UNCOVER-8093,8093,3.595434493387526,-30.437959096148816,11.5028,8546.955344870192,537.0451111294,-5031.987738365942,filament candidate,UNCOVER
UNCOVER-8281,8281,3.5736540680101703,-30.437530559694007,14.3152,8919.39337308573,557.0432063117995,-5251.04425571925,filament candidate,UNCOVER
UNCOVER-8399,8399,3.615004157218774,-30.437210914197053,13.314,8799.175256493256,555.9105995131631,-5180.437866400968,filament candidate,UNCOVER
UNCOVER-8646,8646,3.5843877728354108,-30.43654073068871,10.1688,8323.266832250774,521.3786615848529,-4899.954975043448,filament candidate,UNCOVER
UNCOVER-8685,8685,3.5939313220914064,-30.43652243471292,10.8211,8437.406859871857,529.9394369218631,-4967.198129342996,filament candidate,UNCOVER
UNCOVER-8753,8753,3.5760923708986594,-30.436203977863403,11.3325,8520.73967401654,532.510099420733,-5016.095430230593,filament candidate,UNCOVER
UNCOVER-8763,8763,3.5761658340724627,-30.43617730093149,11.8816,8604.435009536719,537.7517784756348,-5065.361251614455,filament candidate,UNCOVER
UNCOVER-8767,8767,3.5751436096669105,-30.436168021930072,13.476,8819.878827337863,551.0584093630902,-5192.183569720442,filament candidate,UNCOVER
UNCOVER-8768,8768,3.5750516962412773,-30.43617137829909,13.4441,8815.926309035669,550.7972617910644,-5189.856933543691,filament candidate,UNCOVER
UNCOVER-8819,8819,3.62599512985322,-30.436001240222364,12.3914,8677.034136252723,549.865186927266,-5108.343416916641,filament candidate,UNCOVER
UNCOVER-8821,8821,3.586492861411695,-30.43600928575706,14.4857,8938.649850018704,560.2566379450764,-5262.134854944326,filament candidate,UNCOVER
UNCOVER-8943,8943,3.5831740052041194,-30.43574433594001,13.2053,8785.837364983674,550.1677411873812,-5172.101441733664,filament candidate,UNCOVER
UNCOVER-9010,9010,3.611092297327419,-30.435553205134017,11.7957,8591.432025608508,542.196967567132,-5057.773993466014,filament candidate,UNCOVER
UNCOVER-9032,9032,3.629159875259713,-30.435460137329656,10.9263,8454.707572465093,536.2451879787351,-4977.365130303751,filament candidate,UNCOVER
UNCOVER-9163,9163,3.6006333439311478,-30.435229966327583,10.8435,8441.205220811074,531.169295641157,-4969.214158336231,filament candidate,UNCOVER
UNCOVER-9280,9280,3.587300253010638,-30.434922219482964,11.7513,8585.06679641318,538.2162146375246,-5053.767347268892,filament candidate,UNCOVER
UNCOVER-9302,9302,3.607514693412071,-30.43492362467109,12.1869,8648.515309617193,545.2572681234226,-5091.230766763154,filament candidate,UNCOVER
UNCOVER-9469,9469,3.586992235346476,-30.43443118343861,10.4994,8382.52816202801,525.4733931741195,-4934.440532467758,filament candidate,UNCOVER
UNCOVER-9710,9710,3.641297594245876,-30.433714907581056,14.5845,8949.323399699575,569.5200156137532,-5268.253556423466,filament candidate,UNCOVER
UNCOVER-9727,9727,3.5926480091846416,-30.43370752054953,12.73,8723.818232478186,547.7322900823274,-5135.226888017796,filament candidate,UNCOVER
UNCOVER-9731,9731,3.567426530500519,-30.434169258616624,10.0368,8299.2901248351,517.4103044158255,-4885.2863852185765,filament candidate,UNCOVER
UNCOVER-9832,9832,3.5975430432594813,-30.433414390244284,13.5397,8827.774243625281,555.0164292656883,-5196.3870352647855,filament candidate,UNCOVER
UNCOVER-9846,9846,3.5921831283729397,-30.433407376999657,11.93,8611.65307033434,540.6197579348838,-5069.138108031363,filament candidate,UNCOVER
UNCOVER-9855,9855,3.627521140423069,-30.433392990256067,11.3307,8520.21536246878,540.155391825374,-5015.506751130194,filament candidate,UNCOVER
UNCOVER-9909,9909,3.584052492365243,-30.434192215202184,11.6899,8575.932900129983,537.1555630846135,-5048.2253001454965,filament candidate,UNCOVER
UNCOVER-9973,9973,3.600627214030042,-30.43308476432232,10.6491,8408.447197943591,529.1070688376335,-4949.505637589209,filament candidate,UNCOVER
UNCOVER-10003,10003,3.58191581489998,-30.43300354527629,12.1082,8637.66507152204,540.6987928194612,-5084.310568167758,filament candidate,UNCOVER
UNCOVER-10080,10080,3.582349038076745,-30.43342093902001,11.7573,8586.151881760567,537.5393564801303,-5054.075519470846,filament candidate,UNCOVER
UNCOVER-10197,10197,3.609895769031545,-30.43257768749072,11.9343,8612.191646001396,543.3265195864735,-5069.385676700353,filament candidate,UNCOVER
UNCOVER-10310,10310,3.5829745066651304,-30.43236446016168,10.3817,8362.000640194881,523.5979228916352,-4921.928698683625,filament candidate,UNCOVER
UNCOVER-10512,10512,3.597530244424537,-30.43202089259472,13.4795,8820.47460601613,554.5555111335918,-5191.800969849957,filament candidate,UNCOVER
UNCOVER-10514,10514,3.5977463895859554,-30.432016324477324,13.5266,8826.292356888707,554.9547095492647,-5195.22562774144,filament candidate,UNCOVER
UNCOVER-10570,10570,3.5953808789934985,-30.43180120034361,10.1318,8316.79265733411,522.5751016672501,-4895.275278254618,filament candidate,UNCOVER
UNCOVER-10574,10574,3.5832949276244888,-30.43206905930552,11.0729,8479.486375766723,531.0020569557269,-4991.024404859344,filament candidate,UNCOVER
UNCOVER-10586,10586,3.6172071669543833,-30.43174981318066,13.375,8807.302170733537,556.7640295317833,-5184.10365023722,filament candidate,UNCOVER
UNCOVER-10689,10689,3.6272816607635145,-30.43144523094925,12.4061,8679.47519017305,550.2155505366004,-5108.857547402367,filament candidate,UNCOVER
UNCOVER-10709,10709,3.6197756993481214,-30.43139174007227,12.0754,8632.71826179409,546.1160479055412,-5081.282764079975,filament candidate,UNCOVER
UNCOVER-10747,10747,3.627589410687284,-30.43128509231015,11.3667,8526.059413960957,540.5360866571993,-5018.524519334553,filament candidate,UNCOVER
UNCOVER-10755,10755,3.60173304019316,-30.43127146023079,12.9308,8750.571539349907,550.8050256474726,-5150.524980318538,filament candidate,UNCOVER
UNCOVER-10852,10852,3.5679164919674107,-30.43101495764563,13.5563,8830.31886019767,550.5925244854589,-5197.218239818479,filament candidate,UNCOVER
UNCOVER-11055,11055,3.6211794558601857,-30.430486925515517,12.3106,8666.279946089111,548.4523754715452,-5100.860880063413,filament candidate,UNCOVER
UNCOVER-11185,11185,3.606655386401908,-30.4301596827273,13.2752,8794.991294603617,554.3596142677721,-5176.46814671008,filament candidate,UNCOVER
UNCOVER-11208,11208,3.625246278421552,-30.43008581144009,10.645,8407.782011403866,532.6923019207081,-4948.655234148716,filament candidate,UNCOVER
UNCOVER-11330,11330,3.5956735738330687,-30.429750551407256,10.0942,8310.045487086138,522.1937711854187,-4890.904616108914,filament candidate,UNCOVER
UNCOVER-11423,11423,3.607257237639742,-30.429521519685096,13.0866,8770.957299523536,552.9372193834101,-5162.194217045501,filament candidate,UNCOVER
UNCOVER-11498,11498,3.604784783931567,-30.42927303365367,14.2544,8912.900795899015,561.4994563966192,-5245.669467598424,filament candidate,UNCOVER
UNCOVER-11514,11514,3.620523751056224,-30.42925016069293,11.2082,8501.196545365094,537.9072629471715,-5003.443978176374,filament candidate,UNCOVER
UNCOVER-11531,11531,3.596059021621393,-30.42915080628146,13.4623,8818.619734562826,554.2115563572202,-5190.105454199699,filament candidate,UNCOVER
UNCOVER-11560,11560,3.605829146528394,-30.429123500912127,10.1563,8321.414144132179,524.3889608333463,-4897.527569170898,filament candidate,UNCOVER
UNCOVER-11575,11575,3.620816263817447,-30.42906807132604,11.3137,8517.980184808852,539.012897045259,-5013.287253270967,filament candidate,UNCOVER
UNCOVER-11784,11784,3.583934796265637,-30.42844441762141,10.3372,8354.397637741411,523.2624213095094,-4916.688361084627,filament candidate,UNCOVER
UNCOVER-11934,11934,3.620949172322556,-30.428017672003545,11.2336,8505.363860882677,538.2343521314621,-5005.652463352044,filament candidate,UNCOVER
UNCOVER-12025,12025,3.6563257714249855,-30.42769766024797,12.7133,8721.499576674953,557.318562513592,-5132.990469109882,filament candidate,UNCOVER
UNCOVER-12156,12156,3.5991917442057417,-30.42722916188244,11.7524,8585.810656465066,540.0518235794074,-5052.717434176327,filament candidate,UNCOVER
UNCOVER-12190,12190,3.657790505458855,-30.427179643196723,13.2686,8793.929968208538,562.1727171338835,-5175.520280696587,filament candidate,UNCOVER
UNCOVER-12210,12210,3.576184634657636,-30.42710634586605,11.4774,8544.158821020772,533.987509257563,-5028.054211928635,filament candidate,UNCOVER
UNCOVER-12251,12251,3.6027074545912754,-30.42698137901326,10.6822,8414.628671485883,529.8027628550175,-4951.947558740096,filament candidate,UNCOVER
UNCOVER-12304,12304,3.602601862659632,-30.42681757243345,10.1882,8327.477203033304,524.3001148795931,-4900.626902986523,filament candidate,UNCOVER
UNCOVER-12442,12442,3.6026264483737043,-30.426523474187,11.9464,8614.569546416711,542.3792341262102,-5069.518073729383,filament candidate,UNCOVER
UNCOVER-12493,12493,3.6561627797043816,-30.426328723294528,10.1034,8311.46979504365,531.0932259733684,-4891.401185393482,filament candidate,UNCOVER
UNCOVER-12675,12675,3.603017115736713,-30.425926369808398,12.575,8703.454911588164,548.0350971410412,-5121.705468720532,filament candidate,UNCOVER
UNCOVER-12692,12692,3.5982037570227803,-30.425858858391408,13.5083,8824.584842911405,554.9180706647168,-5192.945104060398,filament candidate,UNCOVER
UNCOVER-12705,12705,3.6014036355681043,-30.425846924306065,13.6581,8842.906265910558,556.5659971705866,-5203.742391924345,filament candidate,UNCOVER
UNCOVER-12863,12863,3.6171988774084887,-30.425536099028637,10.3128,8349.96741965488,527.851859119565,-4913.6894486280535,filament candidate,UNCOVER
UNCOVER-12926,12926,3.6201546781514535,-30.42573339675864,11.5359,8552.880413521412,541.1222092890852,-5033.15338251905,filament candidate,UNCOVER
UNCOVER-12980,12980,3.597781803007704,-30.42501811380963,13.4328,8815.313953571776,554.269910594819,-5187.312809654375,filament candidate,UNCOVER
UNCOVER-12984,12984,3.61220672209354,-30.42499548458076,12.0824,8634.368172563229,545.0752371153422,-5080.912464653361,filament candidate,UNCOVER
UNCOVER-13073,13073,3.653450681599877,-30.42475452046733,12.5799,8703.730256721683,555.7445396001606,-5121.913484703721,filament candidate,UNCOVER
UNCOVER-13159,13159,3.6251437592135103,-30.42463025106188,13.3207,8801.053084765841,557.5929877772471,-5178.996909986237,filament candidate,UNCOVER
UNCOVER-13177,13177,3.5765923125909267,-30.42458610604271,11.6826,8575.754579837545,536.0234189076054,-5046.14156368699,filament candidate,UNCOVER
UNCOVER-13290,13290,3.5707515062815847,-30.42435893411535,14.638,8956.786793967362,558.9230265019507,-5270.266956293815,filament candidate,UNCOVER
UNCOVER-13457,13457,3.6239381468187473,-30.4240098368084,11.1865,8498.145262302503,538.2226498871034,-5000.6195392803,filament candidate,UNCOVER
UNCOVER-13496,13496,3.587946026801339,-30.42386401846285,12.7133,8722.497693116298,546.930748409815,-5132.403620539385,filament candidate,UNCOVER
UNCOVER-13534,13534,3.606050647930614,-30.423772555665263,10.3059,8348.983219987498,526.1586807609887,-4912.703646043962,filament candidate,UNCOVER
UNCOVER-13537,13537,3.652490072148819,-30.42375407427919,10.0103,8294.455104654762,529.4721568662808,-4880.865555960202,filament candidate,UNCOVER
UNCOVER-13607,13607,3.568541196871706,-30.4235743736982,13.533,8828.119180567852,550.5519976045657,-5194.382196270049,filament candidate,UNCOVER
UNCOVER-13610,13610,3.611158616110111,-30.423552427725024,14.9208,8987.247382623082,567.1869360115071,-5288.253861600209,filament candidate,UNCOVER
UNCOVER-13681,13681,3.6506032853670938,-30.423365950473524,12.1569,8644.850121473683,551.5535976461065,-5086.965620147085,filament candidate,UNCOVER
UNCOVER-13695,13695,3.6502668185557456,-30.42336896524352,12.3453,8671.489834201815,553.2021185986486,-5102.640165082086,filament candidate,UNCOVER
UNCOVER-13714,13714,3.650558207684431,-30.423269315234563,13.3185,8800.652420960527,561.4870513730381,-5178.625482799277,filament candidate,UNCOVER
UNCOVER-13719,13719,3.650960184167274,-30.423270148672472,12.6733,8716.56560860739,556.1836636435336,-5129.148196529643,filament candidate,UNCOVER
UNCOVER-13746,13746,3.5701048358537317,-30.423220985168918,10.6011,8401.322691939446,524.1656643913257,-4943.197753438898,filament candidate,UNCOVER
UNCOVER-13806,13806,3.625855163105861,-30.42308051252509,11.8895,8606.286779105783,545.3608058440034,-5064.076589496027,filament candidate,UNCOVER
UNCOVER-13815,13815,3.6267399669243976,-30.42303858576224,12.9415,8752.474392045031,554.7600872200157,-5150.092125379184,filament candidate,UNCOVER
UNCOVER-13949,13949,3.651469308686546,-30.422687770813177,12.4022,8679.473064744212,553.8943141523364,-5107.205587785407,filament candidate,UNCOVER
UNCOVER-13968,13968,3.5724199979827587,-30.422658426209345,13.0909,8772.460873104203,547.6771423178701,-5161.466208125195,filament candidate,UNCOVER
UNCOVER-13969,13969,3.6491098203217134,-30.422654359019404,13.8683,8868.007429489711,565.5592548062565,-5218.122953696734,filament candidate,UNCOVER
UNCOVER-13975,13975,3.572470282658562,-30.4226578970272,13.0502,8767.201768205969,547.3565333369027,-5158.372074070925,filament candidate,UNCOVER
UNCOVER-14329,14329,3.666928347157078,-30.421709850033015,10.5204,8386.5547510726,537.473308477535,-4934.73783630089,filament candidate,UNCOVER
UNCOVER-14359,14359,3.59045032556262,-30.42188893301197,11.4286,8536.900203519044,535.6677455541533,-5022.813458712644,filament candidate,UNCOVER
UNCOVER-14362,14362,3.6344404746678216,-30.42162689508765,13.2727,8795.17350122124,558.6533180177378,-5174.969065504174,filament candidate,UNCOVER
UNCOVER-14364,14364,3.647306967212415,-30.42163936381596,10.3183,8351.001465534702,532.3232396055871,-4913.696507380267,filament candidate,UNCOVER
UNCOVER-14456,14456,3.608321792598176,-30.421413560053416,11.2559,8509.598111661677,536.6193940776074,-5006.752964286666,filament candidate,UNCOVER
UNCOVER-14565,14565,3.618217408147346,-30.421060487465425,10.3864,8363.468718671322,528.8546270655619,-4920.759708492128,filament candidate,UNCOVER
UNCOVER-14810,14810,3.5976276710359905,-30.42049409795513,14.3342,8922.879258089044,561.0090666685694,-5249.658642828724,filament candidate,UNCOVER
UNCOVER-14843,14843,3.626584539859594,-30.42043781382941,10.1558,8321.878668023714,527.4448743449651,-4896.213041279151,filament candidate,UNCOVER
UNCOVER-14953,14953,3.598360280429968,-30.4201535893951,14.5047,8942.11228825053,562.3330967779226,-5260.90676666083,filament candidate,UNCOVER
UNCOVER-15119,15119,3.651450024524818,-30.419735446375405,10.2849,8345.131714875079,532.5549714353263,-4909.891740475553,filament candidate,UNCOVER
UNCOVER-15178,15178,3.61339491079093,-30.419708581578828,13.3946,8810.877169743224,556.4014427587983,-5183.6908093464,filament candidate,UNCOVER
UNCOVER-15179,15179,3.6134883706595824,-30.419702604280108,14.9133,8986.771936255816,567.523805977569,-5287.174008036664,filament candidate,UNCOVER
UNCOVER-15196,15196,3.599682439190337,-30.41959389376235,14.975,8993.529440288336,565.7748684116509,-5291.046288502178,filament candidate,UNCOVER
UNCOVER-15335,15335,3.6225859216488474,-30.41923904137305,12.9209,8750.156378249916,553.9762164780595,-5147.9226263515775,filament candidate,UNCOVER
UNCOVER-15372,15372,3.612867904706903,-30.419253143238915,12.6118,8708.95624303845,549.8847749835351,-5123.6315620720925,filament candidate,UNCOVER
UNCOVER-15374,15374,3.6127716769375,-30.41926747779064,13.5918,8835.308782309528,557.8477948706196,-5197.9694021827245,filament candidate,UNCOVER
UNCOVER-15498,15498,3.611697381199984,-30.41892566954452,10.6251,8405.441006933192,530.5483752119097,-4944.99712107593,filament candidate,UNCOVER
UNCOVER-15534,15534,3.6004190884980165,-30.41886980423933,10.0818,8308.623005294186,522.7952655062334,-4887.966660933101,filament candidate,UNCOVER
